Designator,Mid X,Mid Y,Rotation,Layer
H1,214.0,-155.0,0.0,top
H2,163.0,-155.0,0.0,top
H3,163.0,-34.0,0.0,top
J1,159.8,-61.77,0.0,top
J2,159.8,-127.19,0.0,top
J3,217.0,-127.19,0.0,top
J4,217.2,-61.7,0.0,top
R1,202.75,-115.85,270.0,top
R2,173.25,-115.85,270.0,top
R3,188.2,-115.85,270.0,top
SW1,202.5,-64.5,0.0,top
SW2,173.0,-64.5,0.0,top
U1,208.48,-39.58,0.0,top
